wo_id,vin,opened,odometer,complaint,dtc_code,procedure_id,comeback
WO-003038,KES20H20210563,2025-09-07,109566,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003039,KES20H20200559,2024-01-12,98775,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003040,KES20H20230509,2024-05-15,46293,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003041,KES20H20210532,2024-04-11,36935,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003042,KES20H20220506,2024-01-05,66618,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003043,KES20H20220503,2024-08-25,131199,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003044,KES20H20190564,2025-05-12,61662,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003045,MAREV120230866,2024-10-04,63986,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003046,MAREV120200893,2025-10-17,133049,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003047,MAREV120230849,2024-12-03,46453,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003048,MAREV120210864,2024-05-01,85185,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003049,MAREV120210882,2023-02-15,90928,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003050,MAREV120230869,2024-02-15,127995,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003051,MAREV120200838,2025-04-11,68110,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003052,MAREV120200885,2024-04-22,126570,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003053,MAREV120190805,2024-02-19,88381,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003054,MAREV120220833,2023-04-25,48672,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003055,MAREV120220899,2024-06-15,91408,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003056,MAREV120210870,2023-11-05,100443,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003057,MAREV120230832,2023-10-09,129509,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003058,MAREV120220855,2024-07-10,130456,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003059,MAREV120200816,2025-06-22,56556,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003060,MAREV120210859,2023-06-19,23126,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003061,MAREV120200852,2024-07-21,124190,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003062,MAREV120200893,2024-05-24,32182,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003063,MAREV120190895,2023-11-02,110431,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003064,MAREV120200885,2024-06-15,86870,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003065,MAREV120200813,2024-03-12,79942,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003066,MAREV120190857,2024-08-09,59311,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003067,MAREV120230840,2025-02-23,90652,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003068,MAREV120220891,2024-10-13,126337,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003069,MAREV120230849,2024-01-13,66040,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003070,MAREV120190868,2023-03-20,93956,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003071,MAREV120220819,2025-03-16,67653,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003072,MAREV120220881,2025-09-17,106993,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003073,MAREV120190805,2025-07-14,36079,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003074,MAREV120230844,2023-09-01,111294,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003075,MAREV120210889,2025-08-15,122579,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003076,MAREV120230860,2024-05-27,89349,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003077,MAREV120220820,2025-11-20,90069,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003078,MAREV120210815,2024-09-09,123951,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003079,MAREV120190867,2023-12-17,95230,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003080,MAREV220190968,2025-10-11,72688,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003081,MAREV220200963,2025-11-03,65742,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003082,MAREV220210996,2023-11-23,88745,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003083,MAREV220230903,2025-12-02,104023,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003084,MAREV220210938,2023-08-04,32557,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003085,MAREV220220970,2023-12-11,123603,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003086,MAREV220210914,2023-01-28,46348,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003087,MAREV220220960,2024-05-11,60300,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003088,MAREV220200935,2025-07-18,66542,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003089,MAREV220230962,2025-03-12,92441,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003090,MAREV220220906,2023-04-20,117797,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003091,MAREV220220964,2024-01-24,97034,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003092,MAREV220220960,2025-04-03,133290,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003093,MAREV220220932,2024-07-26,104132,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003094,MAREV220190983,2024-04-02,121188,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003095,MAREV220200943,2025-05-22,72729,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003096,MAREV220190998,2024-09-25,137113,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003097,MAREV220220921,2024-12-09,58067,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003098,MAREV220190955,2024-02-25,50457,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003099,MAREV220220949,2023-11-19,126379,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003100,MAREV220200943,2023-09-11,103329,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003101,MAREV220190927,2025-08-02,112983,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003102,MAREV220200931,2024-06-18,90926,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003103,MAREV220220964,2024-11-04,138940,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003104,MAREV220220936,2025-02-23,80568,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003105,MAREV220220937,2024-02-06,45620,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003106,MAREV220220917,2024-02-07,103154,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003107,MAREV220210977,2025-11-27,36957,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003108,FAL20T20200047,2023-02-21,76371,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003109,FAL20T20190004,2024-12-24,99605,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003110,FAL20T20210007,2024-07-18,70182,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003111,FAL20T20190012,2025-07-04,50771,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003112,FAL20T20190053,2024-01-13,27689,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003113,FAL20T20190086,2025-03-19,116863,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003114,FAL20T20200067,2023-12-01,24953,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003115,FAL20T20190004,2023-11-13,29537,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003116,FAL20T20230038,2024-06-05,101739,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003117,FAL20T20200031,2023-07-22,93211,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003118,FAL20T20190097,2023-06-19,87288,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003119,FAL20T20200043,2024-06-04,54249,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003120,FAL20T20220072,2025-10-05,104295,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003121,FAL20T20190030,2025-06-03,100355,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003122,FAL20T20190097,2023-10-07,62088,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003123,FAL20T20200017,2023-02-24,80776,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003124,FAL20T20230028,2023-02-06,29309,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003125,FAL20T20190018,2024-12-19,122316,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003126,FAL20T20210075,2024-03-08,41052,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003127,FAL20T20200031,2024-05-08,120832,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003128,FAL20T20210075,2025-09-24,65815,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003129,FAL20T20190003,2025-11-11,88951,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003130,FAL20T20230052,2025-10-20,113993,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003131,FAL20T20200065,2025-06-23,60436,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003132,FAL20T20190097,2025-01-24,126832,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003133,FAL20T20190098,2023-08-13,98633,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003134,FAL20T20230095,2023-01-21,106992,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003135,FAL20T20230054,2023-03-16,59506,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003136,FAL20T20230069,2024-02-11,51937,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003137,FAL20T20210007,2024-02-19,133388,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003138,FAL20T20190044,2025-04-25,44401,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003139,FAL20T20230033,2024-04-10,31316,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003140,FAL20T20200081,2024-02-01,132937,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003141,FAL20T20190049,2024-03-24,85651,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003142,FAL20T20190021,2025-01-05,112862,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003143,FAL20T20210064,2025-11-08,86756,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003144,FAL1620200138,2024-04-25,115183,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003145,FAL1620190124,2024-12-01,52901,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003146,FAL1620220170,2024-01-26,101476,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003147,FAL1620220199,2024-01-08,110455,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003148,FAL1620220127,2023-08-19,87745,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003149,FAL1620190102,2024-06-10,100193,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003150,FAL1620210135,2024-06-24,98266,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003151,FAL1620220131,2025-04-06,26865,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003152,FAL1620200140,2024-03-11,73987,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003153,FAL1620200120,2024-08-27,114021,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003154,FAL1620190177,2024-12-08,64815,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003155,FAL1620190177,2023-10-21,101633,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003156,FAL1620200125,2024-10-11,107775,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003157,FAL1620220175,2023-08-07,111608,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003158,FAL1620190190,2025-04-13,130685,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003159,FAL1620200147,2024-04-21,97253,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003160,FAL1620190181,2025-08-21,29933,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003161,FAL1620200158,2024-02-04,20981,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003162,FAL1620230160,2025-01-25,53405,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003163,FAL1620210118,2025-01-26,33211,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003164,FAL1620210187,2024-08-07,61976,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003165,FAL1620230197,2024-09-24,118869,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003166,FAL1620190168,2025-10-11,45604,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003167,FAL1620200117,2023-02-12,100461,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003168,FAL1620200176,2023-08-26,44575,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003169,FAL1620210135,2024-06-24,123238,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003170,FAL1620220175,2024-08-15,105093,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003171,FAL1620220105,2023-07-18,61067,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003172,FAL1620220123,2023-01-26,116026,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003173,FAL1620230155,2024-03-09,43178,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003174,FAL1620190177,2024-09-23,88890,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003175,FAL1620200151,2025-12-06,109836,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003176,HER2520220281,2023-01-10,113535,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003177,HER2520210277,2024-05-21,29493,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003178,HER2520230217,2023-07-01,62480,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003179,HER2520220293,2023-06-04,120963,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003180,HER2520220203,2025-04-02,114162,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003181,HER2520210247,2023-08-01,95039,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003182,HER2520200228,2025-01-22,72686,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003183,HER2520200261,2023-03-01,129833,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003184,HER2520210229,2024-09-08,95783,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003185,HER2520200219,2025-11-26,115506,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003186,HER2520220280,2023-12-17,93479,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003187,HER2520200263,2025-01-22,105974,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003188,HER2520210294,2024-12-15,118495,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003189,HER2520210229,2023-08-06,120170,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003190,HER2520190271,2023-05-08,39327,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003191,HER2520210225,2024-02-17,66768,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003192,HER2520230226,2023-07-14,103803,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003193,HER2520220272,2025-06-10,45276,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003194,HER2520190207,2025-01-08,75348,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003195,HER2520190278,2023-07-23,27422,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003196,HER2520220212,2024-11-20,103565,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003197,HER2520220243,2025-10-21,51990,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003198,HER2520210294,2025-06-04,106341,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003199,HER2520200228,2024-04-11,24117,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003200,HER2520230288,2025-03-04,91647,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003201,HER2520220260,2024-05-07,36945,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003202,HER2520220205,2023-07-05,23757,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003203,HER2520220289,2025-03-12,87156,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003204,HER2520220205,2024-07-02,131223,System too rich bank 1,P0172,PROC-FUEL-DIAG,true
WO-003205,HER2520200219,2025-08-13,65980,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003206,HER2520190245,2025-10-19,74587,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003207,HER2520190209,2025-05-19,53702,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003208,HER2520200238,2025-02-08,54384,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003209,KES15T20210463,2023-06-18,43328,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003210,KES15T20220423,2025-09-14,73441,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003211,KES15T20190466,2024-03-06,35601,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003212,KES15T20190462,2023-01-08,76973,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003213,KES15T20190464,2023-07-12,66937,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003214,KES15T20210478,2025-05-26,103610,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003215,KES15T20190433,2023-06-15,60749,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003216,KES15T20200439,2023-01-20,87355,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003217,KES15T20200405,2024-02-27,77277,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003218,KES15T20230488,2023-10-18,89120,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003219,KES15T20210458,2024-08-07,23414,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003220,KES15T20200485,2025-03-23,95932,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003221,KES15T20210467,2024-07-22,68024,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003222,KES15T20220402,2024-12-28,20911,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003223,KES15T20220403,2023-08-12,101685,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003224,KES15T20190476,2024-07-03,47418,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003225,KES15T20220423,2025-02-04,71485,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003226,KES15T20210458,2024-07-05,57805,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003227,KES15T20190496,2023-04-24,107667,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003228,KES15T20190433,2024-03-08,133029,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003229,KES15T20190479,2024-07-16,20577,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003230,KES15T20190492,2025-03-07,83081,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003231,KES15T20220420,2024-03-22,129455,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003232,KES15T20200477,2025-01-12,39839,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003233,KES15T20190457,2023-06-08,88752,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003234,KES15T20190495,2023-07-27,77971,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003235,KES15T20200443,2024-06-23,60170,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003236,KES15T20190429,2025-01-24,133797,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003237,KES15T20200475,2025-12-24,115171,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003238,KES15T20220465,2024-06-24,132275,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003239,KES15T20220423,2023-11-18,94573,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003240,KES15T20220442,2025-02-05,82073,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003241,KES20H20220538,2025-01-08,60592,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003242,KES20H20190525,2024-08-23,82696,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003243,KES20H20230591,2024-03-05,124256,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003244,KES20H20220506,2024-07-24,67968,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003245,KES20H20230500,2024-07-12,63219,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003246,KES20H20190594,2023-11-23,48956,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003247,KES20H20190570,2025-09-14,90043,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003248,KES20H20200531,2024-04-11,87215,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003249,KES20H20210580,2023-10-28,116621,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003250,KES20H20210563,2025-10-23,89364,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003251,KES20H20210571,2024-05-22,63550,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003252,KES20H20210556,2025-09-17,107688,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003253,KES20H20190574,2025-06-17,99773,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003254,KES20H20220508,2024-08-27,50975,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003255,KES20H20190564,2023-08-16,65390,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003256,KES20H20220505,2025-06-16,95798,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
WO-003257,KES20H20210541,2025-11-18,96634,System too rich bank 1,P0172,PROC-FUEL-DIAG,false
